EmployeeID,Name,Department,Designation,Age,Gender,City,Month,WorkingDays,PresentDays,AbsentDays,BasicSalary,Allowance,Deduction,NetSalary,AttendancePercentage,daily_salary,Final_salary
415,Employee_415,HR,Manager,29,Male,Peshawar,July,30,28,2,55000,2000,1750,55250,93.33333333333333,1841.6666666666667,51566.66666666667
416,Employee_416,IT,Officer,30,Female,Mardan,July,30,29,1,60000,2500,1000,61500,96.66666666666667,2050.0,59450.0
417,Employee_417,Finance,Assistant,31,Male,Swat,July,30,30,0,65000,3000,1250,66750,100.0,2225.0,66750.0
418,Employee_418,Sales,Executive,32,Female,Islamabad,July,30,20,10,70000,3500,1500,72000,66.66666666666666,2400.0,48000.0
419,Employee_419,Marketing,Analyst,33,Male,Lahore,July,30,21,9,75000,4000,1750,77250,70.0,2575.0,54075.0
420,Employee_420,HR,Manager,34,Female,Peshawar,July,30,22,8,30000,2000,1000,31000,73.33333333333333,1033.3333333333333,22733.333333333332
421,Employee_421,IT,Officer,35,Male,Mardan,July,30,23,7,35000,2500,1250,36250,76.66666666666667,1208.3333333333333,27791.666666666664
422,Employee_422,Finance,Assistant,36,Female,Swat,July,30,24,6,40000,3000,1500,41500,80.0,1383.3333333333333,33200.0
423,Employee_423,Sales,Executive,37,Male,Islamabad,July,30,25,5,45000,3500,1750,46750,83.33333333333334,1558.3333333333333,38958.33333333333
424,Employee_424,Marketing,Analyst,38,Female,Lahore,July,30,26,4,50000,4000,1000,53000,86.66666666666667,1766.6666666666667,45933.333333333336
425,Employee_425,HR,Manager,39,Male,Peshawar,July,30,27,3,55000,2000,1250,55750,90.0,1858.3333333333333,50175.0
426,Employee_426,IT,Officer,40,Female,Mardan,July,30,28,2,60000,2500,1500,61000,93.33333333333333,2033.3333333333333,56933.33333333333
427,Employee_427,Finance,Assistant,41,Male,Swat,July,30,29,1,65000,3000,1750,66250,96.66666666666667,2208.3333333333335,64041.66666666667
428,Employee_428,Sales,Executive,42,Female,Islamabad,July,30,30,0,70000,3500,1000,72500,100.0,2416.6666666666665,72500.0
429,Employee_429,Marketing,Analyst,43,Male,Lahore,July,30,20,10,75000,4000,1250,77750,66.66666666666666,2591.6666666666665,51833.33333333333
430,Employee_430,HR,Manager,44,Female,Peshawar,July,30,21,9,30000,2000,1500,30500,70.0,1016.6666666666666,21350.0
431,Employee_431,IT,Officer,45,Male,Mardan,July,30,22,8,35000,2500,1750,35750,73.33333333333333,1191.6666666666667,26216.666666666668
432,Employee_432,Finance,Assistant,22,Female,Swat,July,30,23,7,40000,3000,1000,42000,76.66666666666667,1400.0,32200.0
433,Employee_433,Sales,Executive,23,Male,Islamabad,July,30,24,6,45000,3500,1250,47250,80.0,1575.0,37800.0
434,Employee_434,Marketing,Analyst,24,Female,Lahore,July,30,25,5,50000,4000,1500,52500,83.33333333333334,1750.0,43750.0
435,Employee_435,HR,Manager,25,Male,Peshawar,July,30,26,4,55000,2000,1750,55250,86.66666666666667,1841.6666666666667,47883.333333333336
436,Employee_436,IT,Officer,26,Female,Mardan,July,30,27,3,60000,2500,1000,61500,90.0,2050.0,55350.0
437,Employee_437,Finance,Assistant,27,Male,Swat,July,30,28,2,65000,3000,1250,66750,93.33333333333333,2225.0,62300.0
438,Employee_438,Sales,Executive,28,Female,Islamabad,July,30,29,1,70000,3500,1500,72000,96.66666666666667,2400.0,69600.0
439,Employee_439,Marketing,Analyst,29,Male,Lahore,July,30,30,0,75000,4000,1750,77250,100.0,2575.0,77250.0
440,Employee_440,HR,Manager,30,Female,Peshawar,July,30,20,10,30000,2000,1000,31000,66.66666666666666,1033.3333333333333,20666.666666666664
441,Employee_441,IT,Officer,31,Male,Mardan,July,30,21,9,35000,2500,1250,36250,70.0,1208.3333333333333,25375.0
442,Employee_442,Finance,Assistant,32,Female,Swat,July,30,22,8,40000,3000,1500,41500,73.33333333333333,1383.3333333333333,30433.333333333332
443,Employee_443,Sales,Executive,33,Male,Islamabad,July,30,23,7,45000,3500,1750,46750,76.66666666666667,1558.3333333333333,35841.666666666664
444,Employee_444,Marketing,Analyst,34,Female,Lahore,July,30,24,6,50000,4000,1000,53000,80.0,1766.6666666666667,42400.0
445,Employee_445,HR,Manager,35,Male,Peshawar,July,30,25,5,55000,2000,1250,55750,83.33333333333334,1858.3333333333333,46458.33333333333
446,Employee_446,IT,Officer,36,Female,Mardan,July,30,26,4,60000,2500,1500,61000,86.66666666666667,2033.3333333333333,52866.666666666664
447,Employee_447,Finance,Assistant,37,Male,Swat,July,30,27,3,65000,3000,1750,66250,90.0,2208.3333333333335,59625.00000000001
448,Employee_448,Sales,Executive,38,Female,Islamabad,July,30,28,2,70000,3500,1000,72500,93.33333333333333,2416.6666666666665,67666.66666666666
449,Employee_449,Marketing,Analyst,39,Male,Lahore,July,30,29,1,75000,4000,1250,77750,96.66666666666667,2591.6666666666665,75158.33333333333
450,Employee_450,HR,Manager,40,Female,Peshawar,July,30,30,0,30000,2000,1500,30500,100.0,1016.6666666666666,30500.0
451,Employee_451,IT,Officer,41,Male,Mardan,July,30,20,10,35000,2500,1750,35750,66.66666666666666,1191.6666666666667,23833.333333333336
452,Employee_452,Finance,Assistant,42,Female,Swat,July,30,21,9,40000,3000,1000,42000,70.0,1400.0,29400.0
453,Employee_453,Sales,Executive,43,Male,Islamabad,July,30,22,8,45000,3500,1250,47250,73.33333333333333,1575.0,34650.0
454,Employee_454,Marketing,Analyst,44,Female,Lahore,July,30,23,7,50000,4000,1500,52500,76.66666666666667,1750.0,40250.0
455,Employee_455,HR,Manager,45,Male,Peshawar,July,30,24,6,55000,2000,1750,55250,80.0,1841.6666666666667,44200.0
456,Employee_456,IT,Officer,22,Female,Mardan,July,30,25,5,60000,2500,1000,61500,83.33333333333334,2050.0,51250.0
457,Employee_457,Finance,Assistant,23,Male,Swat,July,30,26,4,65000,3000,1250,66750,86.66666666666667,2225.0,57850.0
458,Employee_458,Sales,Executive,24,Female,Islamabad,July,30,27,3,70000,3500,1500,72000,90.0,2400.0,64800.0
459,Employee_459,Marketing,Analyst,25,Male,Lahore,July,30,28,2,75000,4000,1750,77250,93.33333333333333,2575.0,72100.0
460,Employee_460,HR,Manager,26,Female,Peshawar,July,30,29,1,30000,2000,1000,31000,96.66666666666667,1033.3333333333333,29966.666666666664
461,Employee_461,IT,Officer,27,Male,Mardan,July,30,30,0,35000,2500,1250,36250,100.0,1208.3333333333333,36250.0
462,Employee_462,Finance,Assistant,28,Female,Swat,July,30,20,10,40000,3000,1500,41500,66.66666666666666,1383.3333333333333,27666.666666666664
463,Employee_463,Sales,Executive,29,Male,Islamabad,July,30,21,9,45000,3500,1750,46750,70.0,1558.3333333333333,32725.0
464,Employee_464,Marketing,Analyst,30,Female,Lahore,July,30,22,8,50000,4000,1000,53000,73.33333333333333,1766.6666666666667,38866.66666666667
465,Employee_465,HR,Manager,31,Male,Peshawar,July,30,23,7,55000,2000,1250,55750,76.66666666666667,1858.3333333333333,42741.666666666664
466,Employee_466,IT,Officer,32,Female,Mardan,July,30,24,6,60000,2500,1500,61000,80.0,2033.3333333333333,48800.0
467,Employee_467,Finance,Assistant,33,Male,Swat,July,30,25,5,65000,3000,1750,66250,83.33333333333334,2208.3333333333335,55208.333333333336
468,Employee_468,Sales,Executive,34,Female,Islamabad,July,30,26,4,70000,3500,1000,72500,86.66666666666667,2416.6666666666665,62833.33333333333
469,Employee_469,Marketing,Analyst,35,Male,Lahore,July,30,27,3,75000,4000,1250,77750,90.0,2591.6666666666665,69975.0
470,Employee_470,HR,Manager,36,Female,Peshawar,July,30,28,2,30000,2000,1500,30500,93.33333333333333,1016.6666666666666,28466.666666666664
471,Employee_471,IT,Officer,37,Male,Mardan,July,30,29,1,35000,2500,1750,35750,96.66666666666667,1191.6666666666667,34558.333333333336
472,Employee_472,Finance,Assistant,38,Female,Swat,July,30,30,0,40000,3000,1000,42000,100.0,1400.0,42000.0
473,Employee_473,Sales,Executive,39,Male,Islamabad,July,30,20,10,45000,3500,1250,47250,66.66666666666666,1575.0,31500.0
474,Employee_474,Marketing,Analyst,40,Female,Lahore,July,30,21,9,50000,4000,1500,52500,70.0,1750.0,36750.0
475,Employee_475,HR,Manager,41,Male,Peshawar,July,30,22,8,55000,2000,1750,55250,73.33333333333333,1841.6666666666667,40516.66666666667
476,Employee_476,IT,Officer,42,Female,Mardan,July,30,23,7,60000,2500,1000,61500,76.66666666666667,2050.0,47150.0
477,Employee_477,Finance,Assistant,43,Male,Swat,July,30,24,6,65000,3000,1250,66750,80.0,2225.0,53400.0
478,Employee_478,Sales,Executive,44,Female,Islamabad,July,30,25,5,70000,3500,1500,72000,83.33333333333334,2400.0,60000.0
479,Employee_479,Marketing,Analyst,45,Male,Lahore,July,30,26,4,75000,4000,1750,77250,86.66666666666667,2575.0,66950.0
480,Employee_480,HR,Manager,22,Female,Peshawar,July,30,27,3,30000,2000,1000,31000,90.0,1033.3333333333333,27899.999999999996
481,Employee_481,IT,Officer,23,Male,Mardan,July,30,28,2,35000,2500,1250,36250,93.33333333333333,1208.3333333333333,33833.33333333333
482,Employee_482,Finance,Assistant,24,Female,Swat,July,30,29,1,40000,3000,1500,41500,96.66666666666667,1383.3333333333333,40116.666666666664
483,Employee_483,Sales,Executive,25,Male,Islamabad,July,30,30,0,45000,3500,1750,46750,100.0,1558.3333333333333,46750.0
484,Employee_484,Marketing,Analyst,26,Female,Lahore,July,30,20,10,50000,4000,1000,53000,66.66666666666666,1766.6666666666667,35333.333333333336
485,Employee_485,HR,Manager,27,Male,Peshawar,July,30,21,9,55000,2000,1250,55750,70.0,1858.3333333333333,39025.0
486,Employee_486,IT,Officer,28,Female,Mardan,July,30,22,8,60000,2500,1500,61000,73.33333333333333,2033.3333333333333,44733.33333333333
487,Employee_487,Finance,Assistant,29,Male,Swat,July,30,23,7,65000,3000,1750,66250,76.66666666666667,2208.3333333333335,50791.66666666667
488,Employee_488,Sales,Executive,30,Female,Islamabad,July,30,24,6,70000,3500,1000,72500,80.0,2416.6666666666665,58000.0
489,Employee_489,Marketing,Analyst,31,Male,Lahore,July,30,25,5,75000,4000,1250,77750,83.33333333333334,2591.6666666666665,64791.666666666664
490,Employee_490,HR,Manager,32,Female,Peshawar,July,30,26,4,30000,2000,1500,30500,86.66666666666667,1016.6666666666666,26433.333333333332
491,Employee_491,IT,Officer,33,Male,Mardan,July,30,27,3,35000,2500,1750,35750,90.0,1191.6666666666667,32175.000000000004
492,Employee_492,Finance,Assistant,34,Female,Swat,July,30,28,2,40000,3000,1000,42000,93.33333333333333,1400.0,39200.0
493,Employee_493,Sales,Executive,35,Male,Islamabad,July,30,29,1,45000,3500,1250,47250,96.66666666666667,1575.0,45675.0
494,Employee_494,Marketing,Analyst,36,Female,Lahore,July,30,30,0,50000,4000,1500,52500,100.0,1750.0,52500.0
495,Employee_495,HR,Manager,37,Male,Peshawar,July,30,20,10,55000,2000,1750,55250,66.66666666666666,1841.6666666666667,36833.333333333336
496,Employee_496,IT,Officer,38,Female,Mardan,July,30,21,9,60000,2500,1000,61500,70.0,2050.0,43050.0
497,Employee_497,Finance,Assistant,39,Male,Swat,July,30,22,8,65000,3000,1250,66750,73.33333333333333,2225.0,48950.0
498,Employee_498,Sales,Executive,40,Female,Islamabad,July,30,23,7,70000,3500,1500,72000,76.66666666666667,2400.0,55200.0
499,Employee_499,Marketing,Analyst,41,Male,Lahore,July,30,24,6,75000,4000,1750,77250,80.0,2575.0,61800.0
500,Employee_500,HR,Manager,42,Female,Peshawar,July,30,25,5,30000,2000,1000,31000,83.33333333333334,1033.3333333333333,25833.333333333332
